InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
f389d1ce-da4e-4843-94a7-62656df6fb10,Harry loved hockey.,He decided sign up play local league.,Harry attended tryouts team.,Harry hoped he did well enough make team.,Harry then quit hockey team.,"few days later , Harry heard he made team.",2
ac39ee93-4288-4302-aa7b-757fca64f2fb,Little Sue was riding elephant zoo.,She it first but then got scared.,She started cry mom.,zoo keeper had stop elephant and get her.,Sue mom took her pet goat instead.,Sue continued ride elephant.,1
7b95d4d5-1ee9-4f1f-9d7e-2c6ff459054b,Hannah was amazing artist.,She always had natural gift.,She decided enter art competition.,Thankfully she was able win top prize.,parents insisted grandmother did most sewing.,parents were very proud.,2
e2d48e18-276a-4de1-81af-594cf54c2a90,Jim was taking out garbage.,He slipped piece ice sidewalk.,Jim fell down hard pavement.,Jim felt something break arm.,Jim decided do handstand.,Jim was hurt and had call 911.,2
186cfc69-54cf-46d5-8033-8bf2493e9b23,I hate doing laundry.,Matching socks is horrible waste time.,Everytime i do laundry socks get lost.,i was tired searching matching socks.,I find doing laundry relaxing.,I threw out all old socks and bought plain white socks.,2
a0ecc896-63d6-4f4f-8960-24c4fb3db4fe,James was twelve Year old and loved food.,He never really thought making food today.,mother let him help fix rice dinner.,James learned how fun and creative cooking could be.,James decided become chef when he grows up.,James never cooked again.,1
d485e612-1b3c-4b67-a9f0-ef432ff4fcee,Lee knew mom needed new gloves and could not afford them.,So Lee began knit pair.,She hurried finish them Christmas.,Then she presented them mom.,Lee mom was proud daughter being so thoughtful.,Lee mom threw gloves Lee and left room.,1
c08b9f9a-5d56-4701-92d4-3edef2ccec62,Jennifer was professional copywriter large city.,She did good work but always received poor remarks reviews.,Jennifer found out boss was trying sabotage her!,She decided confront boss negative remarks.,Jennifer thanked boss fairness.,Jennifer stormed office and straightened boss out.,2
86ab603e-0455-4347-a1ce-4a375f4495a8,Lorraine was softball player.,She was best team.,"One day , game , she twisted ankle badly.",She was n't able play anymore.,Lorraine was thrilled!,Lorraine was really sad.,2
2290ba2a-137b-4047-aeec-cb133268a238,Abby and Tammy were best friends.,They both loved do things together that were fun and creative.,They decided make friendship bracelets together and give others.,Abby made five and Tammy made seven more.,Tammy never spoke Abby again.,They decided keep bracelets themselves.,2
8dcbc25a-c55c-4f2d-8cbf-c70df84b9490,Last night there was big lightning storm.,It took out power.,entire neighborhood did n't have electricity.,It got really cold and we got scared.,We will have shovel snow.,Then about hour power came back on.,2
2b635efb-e1b0-44de-beb8-4f9b9ef62876,Sal was mad parents were moving.,They were moving eighth floor building.,He hated living high.,"moving , he took look bedroom window.",Sal tossed pillow out window.,beautiful view made him change mind.,2
22f5e67b-4e12-4ba3-8649-a8b322e36811,Lydia had strange dream last night.,She dreamed she was taking test school.,she was taking test she realized she forgot put pants!,She was so embarrassed she ran right classroom.,Lydia wished dream were real.,Lydia felt relieved when she realized it was just dream.,2
73cf4b3f-604a-431d-8b5d-8e03b0cfb67a,Alex needed groceries.,She made list things buy.,She gathered reusable canvas sacks.,She walked store.,Alex bought yacht.,She bought groceries.,2
967f6a24-cefa-4641-a9d6-e9a71b62e0c1,Yolanda hates roller coasters.,Katie does not understand why.,She decided force Yolanda ride one her.,Yolanda vomited all Katie.,Katie was happiest she had ever been.,Katie regretted forcing Yolanda go ride.,2
3d62935c-5ce2-4410-a500-54b140184956,One thing that Tina wanted do NYC was go hot dog stand.,She finally saw Nathan stand and ordered traditional one.,food tasted amazing.,It was expensive but worth it.,She was sad hot dog.,She was happy hot dog.,2
10462d65-75a6-4430-974a-e8af56526fce,Tammy likes crochet.,Christmas was few weeks away and she did n't really have money.,She got idea take spare she had make blanket.,She then wrapped it up grandchild Lorelei.,Tammy was sad she did n't have present give.,Lorelei treasured blanket years.,2
5f02992e-3fc2-4e05-bb1f-a8e81400ff4d,Melinda wanted go see scary movie.,She wanted go herself prove she was brave.,Melinda went movies and bought ticket.,Melinda was very afraid watching movie.,Melinda thought movie was hilarious.,Melinda wished she had brought someone.,2
9788b485-96f8-4f3d-988a-b0ce82b6a149,Lamar learns he will have unexpected houseguests one afternoon.,He does n't have food home give guests.,He decides brew pot tea them instead.,guests all enjoy tea that he makes.,Lamar gave them tea take home.,Lamar walked park.,1
d5f61641-8062-410d-9590-699f11ccd85a,niece applied job RMV two Year 's ago.,She got job and was excited.,"They told her she needed driver license , which she did not have.",She showed employer doctor note showing she could not drive.,They decided it was ok let her work secretary.,She had perfect driving record.,1
c94847d6-71da-43c6-981b-5442f6c1efff,Lela was diagnosed cancer five years ago.,Everyday has been struggle.,She went doctors and treatments almost day.,Lela finally started getting better last few months.,Lela then finished treatment and felt better.,Lela then got flu.,1
4ff62820-e78e-46bc-8ece-42d6989ad6bc,Fred was new student class.,He was really awkward and he had hard time.,Nobody seemed want be friends him.,Later lunch someone ate him.,Fred was popular.,Fred talked lunch mate and made friends.,2
30e8e610-0fbb-4c86-b190-f4934736ab7d,Joyce was adopted foster mother when she was 5 Year old.,adoption mom adopted 3 more children.,Joyce loved being older sister and she helped mom lot.,When she moved out own she became foster parent too.,Joyce abandoned kids shortly after.,Joyce loved children just as much.,2
80eb9f53-983e-48ea-b0a1-acbb08419857,Horatio had always been afraid eating raw oyster.,"girlfriend told him it was delicious , but he was nervous.",Finally she took him vacation cape cod try fresh oyster.,Horatio took first bite raw oyster and loved it.,He decided not eat anymore.,He ate ten more.,2
ede8db0c-1396-4503-b378-55edc720915a,Tom liked herd cattle.,He did it day.,One day cow went free.,He searched everywhere.,"He noticed cow neighbor field , ignored it , and left.",He found cow and brought it back.,2
9f86756b-704a-4422-977a-d77657e819c6,Alyssa got coffee way work.,She drank coffee she drove.,"Suddenly , she had quickly stop car.","coffee spilt all lap , scalding legs.",She laughed she continued drive work.,She almost had accident she screamed out pain.,2
eb6bdd24-5e10-445d-92ce-4744959c1d91,John was driving highway.,Mustang pulled up next him and kept speed.,He was driving new Camaro.,They decided race.,John won race.,John pulled over buy Mustang.,1
779fbdd3-3e20-43d0-a214-1eea7ad0e3d3,Ben wanted win costume contest work year.,He spent many hours making costume scratch.,add costume he applied lot stage makeup.,"work , everyone was impressed how he looked.",Ben was pleased.,Ben backed costume contest.,1
f9e6bf5f-ba88-4108-994e-529750445ff1,mom asked she can borrow 100 dollars me.,"Considering she 's broke , I loaned credit card her.","next day , credit card was declined when I tried buy food.",company told me I made 320 dollar purchase.,I told mom keep using credit card.,I was angry mom running up credit card.,2
cad13e34-bd2d-4c63-9f8e-40bb50b83812,Kelly always had driest hair.,She had clue what do.,Finally she went doctor.,He prescribed pills.,Kelly finally had hair that was n't dry.,Kelly loves potato chips.,1
3ad5e2e4-fb20-459c-98b3-b9711e753f16,Sarah had fear being others.,She decided force herself go party.,"party , she became dizzy and nervous.","Sarah decided this was enough , and went see therapist.",therapist taught ways cope problem.,therapist told her she was strange.,1
a46cdbbd-6cd3-4da5-bc7b-ab131c1bdeae,Ellen was doctor office.,She was about find out sex baby.,She was really hoping boy!,She held breath doctor scanned belly.,Ellen was disappointed find out she was having boy.,doctor confirmed it was boy!,2
16d64b08-061c-4449-8320-d0a763aa63a4,Zoey was taunted friends having strange name.,She liked name and wished people would n't be so mean.,new show was made that had main character named Zoey.,Zoey name suddenly became very cool peers.,Zoey was happy everyone liked name now.,Zoey had name changed when she turned 18.,1
a61e75c6-7885-434b-bbac-4787ece30449,Miranda just got driver license.,She took family van out spin.,She drove long time.,But then she realized she was lost.,Miranda went back way she came retrace steps.,Miranda was happy proud moment.,1
a13f5ef2-8f1d-4be0-a037-ed2c30656414,Bob went doctor.,doctor told him he was overweight.,Bob realized he had get shape.,He joined gym and started watch what he ate.,Bob gained 50 pounds.,Bob got shape.,2
06ccc957-8b69-4d71-8f6f-4fb686041e5a,Lonnie was trying figure out majors take college.,He knew end goal was be teacher.,He asked career counselor advice.,counselor gave him list prerequisites.,Lonnie finally decided go education.,Lonnie threw list away.,1
c01e99e8-d517-4e81-ab33-1d0921737821,Sherry liked explore outdoors.,She decided hike state park sunny day.,walking creek she saw something shiny.,"Bending down , she picked up shiny item.",It was quarter.,She picked up knife covered rust.,1
d25df4e7-c94b-4a2d-a2d4-25e34655d0c9,Phil went walk park.,It was warm breezy day.,He ran few friends walk.,One them offered him drink.,Phil was thirsty and accepted drink.,Phil was angry friends.,1
09e93773-cb09-4bdb-b1ee-bcf339416c53,Dorothy cat was pregnant.,She did n't know how it happened.,She convinced family keep kittens.,It wound up having 7 kittens.,Dorothy made sure buy lots cat food.,Dorothy went pet store and bought new hamster.,1
57d1f6e1-cdbc-4df6-9841-5dba89d3e63e,Jeremy mother did n't approve lifestyle.,"When he was 21 , Jeremy decided move out.",He found apartment nearby state new job.,"several Years he cleaned up , and finances own life.",Jeremy had move back in mother.,Jeremy enjoyed being more responsible.,2
9c0cccf4-7008-4997-b0a6-2fadfee4fb55,Terry realizes neighborhood has become covered litter.,He wishes it looked as clean it did when he was young.,He decides pick up cans and cigarette butts night work.,Eventually neighbors do too and neighborhood looks better.,Terry hated cleaning up.,Everyone felt better it was cleaner.,2
462de42f-37e4-4ad3-9830-ea44e8ff72d5,I wanted take shower work.,I got clothes and towel closet.,I went bathroom and turned on shower.,I got undressed.,Then I walked over neighbor house borrow soap.,Then I stepped hot shower.,2
5589e9bd-0126-4ff8-86a4-1e8ff4a140b7,I approached front school.,"brother was work , I had wait him pick me up.","Several hours later , I was impatiently waiting.",He eventually came night time.,I was very angry him not picking me up earlier.,I was glad be home early school day.,1
7956447f-c376-4355-9297-a9c8399f1aa5,Barry loved lift weights.,He only used special barbell lift weights.,One day he forgot bring barbell!,He decided do cardio instead lifting.,He always enjoyed nice nap hammock.,He still ended up having great workout.,2
51de9244-e843-4b94-9722-e43dee4a76ea,Amber had been working lot lately.,It was stressing her out great deal other personal issues.,She had been dying day off relax.,day off she hung out boyfriendRob,Amber could not find anytime relax.,They relaxed day and Amber felt much better.,2
9d58bb7c-7f32-4642-82cc-925d8dca62f0,Carl joined military right high school.,He signed short contract that put him front lines.,best friend was killed front him.,Happiness became foreign concept Carl.,Carl hung out best friend when they came home.,Carl had go therapy post - traumatic stress disorder.,2
ae755c45-9d43-4b87-a751-3131f5ada51b,Eddie liked watch people use metal detectors beach.,He watched one man while.,It had been hour and man had n't found anything yet.,Eddie secretly buried pile quarters sand.,man sadly found nothing day.,And watched man happily get ping.,2
