InputStoryid,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
f4477125-76c2-4c75-903f-5fa9b31bebe1,He swam with the small fish.,Brad's day went very badly.,Brad then went home after a nice day.,2
1a7e5dac-96a0-4fc8-8c2f-e5edbaee45ca,He jumped in the tub for a bath.,We gave him a bath.,When we were finished our puppy was full of mud.,1
cf5a5e9f-3af0-465d-9faf-3833a586e42e,He lay there screaming for help with no one in sight.,Jerry's mother took twenty minutes to find him.,Jerry couldn't wait for his next bike trip.,1
1cb2a8b6-8873-48a4-a778-02291cb7ca56,"When I arrived at the hotel, she said she's in front.",I got on the plane and flew home.,I walked in and saw her.,2
7e7704ee-3070-47e8-bde3-8ab6ba8ac305,My traffic actually went down in the following month.,I decided to fire my new social media manager.,I decided to give my new social media manager a raise.,1
fa0cba9c-0e7b-412e-a5ef-08065139b2dc,The partiers ended up trashing the house.,Sam's parents were upset they had missed the fun.,Sam was in real trouble.,2
737d2e8c-d15c-4ac5-8288-01532a5f794f,My favorite class is music.,I had a great time at school.,I hate school.,1
5af5c599-4191-4c4a-b4a4-88c750c488f3,Finally Jeb came over to check it out.,Jeb turned on the microwave.,Jeb plugged the television in and it turned on.,2
e92781bd-beee-4be6-ba37-0e2f7c258864,And the recipient wrote back to Matilda!,Matilda then got a letter from her brother.,Matilda was told to not write to them anymore.,2
f9412344-ca37-4c8f-849f-62f2859905e7,He was too drunk to talk properly.,Bill carefully added up the column of eight digit numbers.,Bill and Teddy talked loudly about how stuck up pretty girls are.,2
836221b0-fba9-4482-ab9c-5b6ff86fda2c,I was required to show up but during the performance lights went out.,Nobody seemed to notice what had happened.,We could not see our sheet music.,2
c545f1d9-8c13-4f15-907a-09d2115b1152,They chose an action movie that had both comedic and thrilling parts.,They decided to go to Vegas instead.,They were both happy.,2
dd2f07ba-4c92-41f6-873f-480173087b36,She bought three pairs.,Olivia decided to never go shopping again.,Oliva had a great day shopping.,2
55323564-a201-4a6e-8c07-bd518babb542,I'm very excited to move to our new home.,I hate the thought of moving.,I only hope I get to choose my own bedroom.,2
17868cb6-c9eb-42f4-98a8-c6a855d8e11d,"There, he purchased a pack of Newports.",Shawn gave up smoking on the spot.,Shawn smoked them almost immediately.,2
f94fc6da-0162-4301-98b3-f25cfbfd2357,Nickie cried all day.,Nickie never found the doll.,Nickie laughed all night.,1
88fcccdd-6bec-4d48-9e12-acc58e2b91d3,She said she was working out and eating better.,Anna's friends thought her methods were ineffective.,Anna's friends were surprised by her simple methods.,2
b2070b39-9b95-44c4-a698-f8f6993a5454,Bob thought it wasn't as good as a normal burger.,Bob went out to McDonald's later that evening.,He was excited.,1
1730c379-eff8-4d18-b195-4d59e7cce600,"After a while, a nurse came to see tommy.",Tommy was then badly injured.,Tommy was then treated and felt much better.,2
92df3079-0189-4db4-b952-cc3293744ea3,The next day Maggie painted her room.,Maggie hated the color pink.,Maggie loved the color pink.,2
a2628347-52a4-44f5-a750-fefddf04a375,"While they ate, Ken decided that he really liked the man.",Ken made an excuse to leave quickly.,Ken asked him for a second date.,2
b75bbdd2-4e05-4b93-92f8-143d3b8dd5f8,"Instead, he fell down a flight of stairs.",Gary was mad that he didn't fall down two flights of stairs.,Jamie came to the rescue and helped him.,2
de0da0fd-5dbc-4521-adb6-cb2fb029fd03,All summer she looked after them like they were children!,Liz was ashamed of what she had done.,Eventually they grew delicious tomatoes.,2
1e993bb1-28e9-46ca-9de0-e2984207fe98,He made a sandwich.,He ate his sandwich.,Bill started work on his carpentry project.,1
09e1c076-d69a-441e-bb6a-d3d4c8268d81,He looked everywhere.,Jack decided that he hated the color blue.,He finally found it under the bed.,2
ce171961-1139-4925-a52d-aaa45882193b,They wanted to see it too.,They were impressed with my phone.,I was ashamed of my phone.,1
11aaa45b-8850-4eaa-8830-2885770f28d9,He had to go to the hospital.,John had a wonderful evening.,John had a miserable evening.,2
e74a6f7f-b7a8-40b8-a5a5-08a86aff538a,Jenny had security look at the camera footage.,Jenny picked up the sweater.,They confirmed Jenny's suspicions.,2
488b69f4-c685-4882-b5d3-73a328cfd087,She called Emma and asked her to create paintings for her restaurant.,Emma never painted inside a restaurant again.,Emma was happy to have a new audience for her work.,2
8402aec8-1b97-4799-838e-53a24c126104,His family accompanied him to the museum.,Tom loved his time at the museum.,Tom told his parents he hated them.,1
06fb6922-d4c4-440c-9830-4ceccd1eacfc,Eventually Johnny feels better.,Johnny cries for an hour.,Johnny is more careful on the stairs from now on.,2
21f7ff4d-129a-499d-b881-6da07a4c3e2b,He tried an overnight oatmeal recipe.,Mike ate the oatmeal.,Mike was ashamed of what he had done.,1
49582a49-fbcf-43e2-b1f2-843ab55d2491,I ended up hitting my finger with the hammer.,I was very happy that I had been building wooden bird houses.,I went to the hospital to fix my finger that I had broken.,2
6b79193e-0b29-4594-be27-f0a478c41fcc,Josh kept his opinions to himself.,Josh then decided to watch anime by himself.,Josh enjoys watching anime with others.,1
98312c32-8eea-43ec-a522-0dbdaf5a5fca,He found out that they went out of business last week.,John was glad to see it go.,John was sad to hear the news.,2
293b2d9c-6aa5-4237-9d3a-e375bd92ae58,The new boss doesn't allow smoke breaks.,Jimbo is pleased his boss does not allow smoking.,Jimbo sneaks into a back room to smoke.,2
7b243674-c555-4b75-a0da-489e89909703,"Finally, she said she loved him and wanted children with him.",Lester asked her to marry him.,Lester never talked to her again.,1
5829ddaa-59cc-4bf4-96fc-ae78f74bc477,I opened the paper to the Leisure section.,I read a fascinating article.,I finished the entire crossword puzzle in one hour.,2
c0b88368-7866-4e13-8781-28b92322eab1,I quickly went to the store to purchase the hat.,Sadly it made me look like a potato.,The shirt fit perfectly.,1
9e4bd3fc-71e8-4f2a-b5b9-9f1897fb298d,"Then, she made little frosting flowers.",The cake looked bad because she put no work into it.,"After finishing, her cake looked very tasty.",2
9bedc73a-bd04-4a08-9d93-d6da9dd33991,It snores like a human.,White doesn.,Whit doesn't sleep well.,2
c4700d83-ffe3-4332-92b7-6bb103becc03,They argued since Amy thought it was no big deal.,Amy left for volleyball practice.,Amy gave in and took a shower.,2
3309982d-6c74-429e-b45c-68412831b4a1,"When we looked at the wheels from afar, they were spinning.",Our teacher told us to go back and remove the pinwheels.,Our teacher took a photo of the pinwheels.,2
796cebdd-7d6f-4c1e-95c3-be941d0e4a55,Beth was in labor for 2 days.,Beth gave birth to a beautiful baby boy.,Beth was very happy during those two days.,1
1cfe77d3-b1b2-4e00-bcda-2afb98c8968b,She realized it was delicious!,Mia vowed never to eat it again.,Mia liked it so much she decided to learn how to make it.,2
c70faa93-43d8-4343-8b31-5b28aba6eedc,This  led me to take a bunch of classes on special education.,I began to teach special education.,I decided to never teach.,1
adcbb33f-7b7e-463a-88b8-834fee67198f,"When Gary took his lunch, he found out the machine was broken.",Gary then bought something from the machine at work.,Gary was very upset and went hungry.,2
53756438-d5bd-45a6-83b0-5dc4ca78a5cc,He tried drinking a big glass of warm milk.,Jake fell asleep after drinking the milk.,Jake then drank a cup of coffee to stay awake.,1
6ead3cd4-e1a7-4ca8-a93a-f0fd32390bf7,He told me about how he was very ill and sad.,I listened and told him I hoped he felt better.,I decided to listen to my ipod.,1
5cf80e19-8050-4d98-9a1d-b863be3e9f60,Joe learned quite a lot about Einstein's scientific achievements.,He could not wait for his advanced physics class to start.,Joe practiced his kick and was accepted into the soccer team.,1
d0cc2b2d-106a-4255-a946-cddb42b76b47,She called the listed number to arrange an interview.,Bonnie called to say she didn't want an interview.,Bonnie got the job eventually.,2
e9223a00-dd48-400b-9b73-c24b5968285b,Amy was terrified and called an ambulance right away.,The ambulance took her to the morgue to die.,The ambulance treated her snake bike.,2
ed8978f8-7863-4f85-b0d9-b29739250d9a,He was freaking out on the day of it.,"Jerry attempted to run the marathon but quickly collapsed,",Jerry won the marathon.,1
bbdd62f2-63f7-48da-a4a9-cdb28f385037,To his right on the ground was a rattle snake!,Dave backed away slowly.,Dave took pictures of the tall trees.,1
227b1ed9-c469-429f-a7d4-1bf0f98617df,Logan's mother put ice on the sting until it felt better.,Then he went back outside to play with the dog.,He never went near butterflies again.,1
39ba66cb-3cde-4cee-8a25-fbf47ac92678,They realized he needed glasses and not a tutor.,Skip's parents decided not to get him glasses.,Skip got glasses and improved in class.,2
f6e2f4f5-0cfc-458f-95ce-aab93e029ee7,Rae watched the plate shatter into a million pieces.,Rae went to fetch a broom.,Rae asked his brother for the name of his plumber.,1
54e847bf-5638-4f0a-872b-356ca6417f5f,The girls decided to dance to cure their boredom.,They all had a good time anyway.,Gina and her friends turned the music off since it was boring.,1
850f4d4d-0fb3-404a-9113-1197a4a3fe4a,Santa responded back in the mail.,"They framed the letters and kept them for years,",The letter stated they would be getting no gifts.,1
26e0a6ee-7898-4d22-9380-0a22e6e5e2f3,He ran some tests.,I found out I had the flu.,I told the doctor I didn't need his services.,1
56b2b948-79eb-4a8f-89bd-bd7198c50546,He tried out for the team.,Christian hates football.,Christian got on the team.,2
982d24ef-9aad-48f1-8c8d-c84b60739868,She had been working longer hours than usual.,Gina was very happy.,Tim did the dishes for Gina to be kind.,2
7ae05a54-6738-46a7-8af7-5d049dc8f592,"The next day, Timmy found a turtle in the creek.",Timmy asked his mom if he could keep that as a pet instead.,Timmy's family had turtle soup.,1
bf839b9e-20fe-4906-bb7d-f34e50e066f5,Jen refused because she did not want Lee to be dipped in chemicals.,Jen noticed that Lee's flea problem quickly got worse.,The vet suggested a flea collar for Jen's pet German shepherd.,1
f658b035-346a-4d33-be6c-87106223ff88,"When she got to the train station, she checked her watch.",She had just enough time to make the train.,She turned around and drove home.,1
ac74847e-5380-4cd9-a055-938a7f157e82,She ran in the house and grabbed a flashlight.,Gina found her phone.,Gina went to bed.,1
bf150607-566f-47f3-b180-49d4d5f87cb8,"She was so focused on the flaw, she merely mumbled her replies.","Because of her replies, Sarah didn't get the job.",Sarah got the job and was praised for her clear voice.,1
bfd0edee-8c7b-4b44-afb2-f9620e89a07b,"They both felt powerful, and couldn't decide what to eat between them.",Linda and her boyfriend ended up getting both.,Linda and her boyfriend didn't want to eat.,1
b4c29adb-5bc8-41de-96cb-be694a0a7714,"However, they welcome him, and they don't seem to mind his age.",Morris was bullied everyday at the skate park.,The younger skaters taught Morris a lot of tricks.,2
3823e668-4a55-4c3d-a37a-544245f21eb5,He finally quit after 6 months.,Ron was proud of the decision he made.,"However, Ron still went out drinking with his friends.",1
364ff78a-b959-4051-b50b-29d480ba0661,"And when it was summer, hair long hair made her too hot.",Jane decided to cut her hair short for summer.,Jane loved her long hair and grew it even longer.,1
0e92d1ba-0e2e-4052-99b7-d26a811da4b8,Alex jumped out of bed.,She was late for school.,She went back to sleep.,1
9e103dc9-b08b-4249-be00-28525dbd972b,They asked me if I was fine with that.,I said i was fine with that.,I asked for a Coke again.,1
7182496d-38b5-4af9-bef1-08bc329b5aba,Carl was scared and began evacuating.,Carl was able to reach a shelter before the storm hit.,He changed his mind and returned to watching TV.,1
b67726eb-80bd-47d0-a32a-9296cd263744,We built a snowman and used a carrot for the nose.,We had a boring day.,We found rocks to use for his eyes and mouth.,2
f4aeb79d-acf1-475a-9c31-b9cfd8bc54f6,One day the squirrel finally did.,Joe was very frustrated.,Joe was happy.,2
c2f3ba17-ee83-4837-b341-68055e9bbca5,He tried to return it but had lost his receipt.,Arnold was not allowed to return the television.,Arnold kept and loved his television.,1
2ad983c5-5074-4d10-acca-e98b9fceb09b,He hopped in his car half asleep and headed to the place.,"Pretty soon, he was drunk and passed out at the bar.","Eric really enjoyed this new bowling alley, he realized.",1
f0404412-c6a4-4467-bf56-59629753a81a,She quickly backed off the dance floor.,Ellie continued to dance.,Ellie had to find a new pair of pants quick.,2
44327158-49bc-42fd-992e-84eeca8734a6,Instead I changed the tire myself.,I was miserable but saved a ton.,I was miserable that he had fun.,1
23866dc5-7c69-4471-aad5-e85d636afafe,They still felt too stiff for me.,The shoes gave me blisters.,"I happily played tennis in my new, uncomfortable shoes.",1
171c010d-c961-466d-880b-5bf0550832c9,His instructor helped him take off from the airport.,Marcus decided to learn how to fly planes.,Marcus relaxed once they were in the air.,2
2caa6eda-0fb4-4ea1-81b4-d271dd8b6b29,"When it is finished, he feels great.",Larry was happy that he could contribute to the party.,Larry decided to stay home from the party.,1
a31092f3-5948-4de6-be36-f07a76895f7f,She stepped on the boat and heard the engine roar.,It was such a long car trip.,She loved every minute of it.,2
6aa8850f-16b3-4eeb-b1d7-b976f53eb17b,Neil learned the history of the impressive tower.,He had a boring day.,He was fascinated.,2
4538de5c-e6fe-4cb2-a4c8-6c987edfd123,"I tried to back up her photos to a drive, but failed.",My wife cooked dinner.,There were too many photos to upload.,2
